name,source,school,level,ritual,time,range,components,duration,description,save,save_type,attack,attack_type,Lists
Remove Curse,Player's Handbook,abjuration,3rd-level,FALSE,1 action,Touch,"V, S",Instantaneous,"at your touch, all curses affecting one creature or object end. if the object is a cursed magic item, its curse remains, but the spell breaks its owner’s attunement to the object so it can be removed or discarded.",FALSE,FALSE,FALSE,FALSE,"cleric, paladin, warlock, wizard"
Revivify,Player's Handbook,necromancy,3rd-level,FALSE,1 action,Touch,"V, S, M (diamonds worth 300 gp, which the spell consumes)",Instantaneous,"you touch a creature that has died within the last minute. that creature returns to life with 1 hit point. this spell can’t return to life a creature that has died of old age, nor can it restore any missing body parts.",FALSE,FALSE,FALSE,FALSE,"artificer, cleric, druid (optional), paladin, ranger (optional)"
Sending,Player's Handbook,evocation,3rd-level,FALSE,1 action,Unlimited,"V, S, M (a short piece of fine copper wire)",1 round,"you send a short message of twenty-five words or less to a creature with which you are familiar. the creature hears the message in its mind, recognizes you as the sender if it knows you, and can answer in a like manner immediately. the spell enables creatures with intelligence scores of at least 1 to understand the meaning of your message. you can send the message across any distance and even to other planes of existence, but if the target is on a different plane than you, there is a 5 percent chance that the message doesn't arrive.",FALSE,FALSE,FALSE,FALSE,"bard, cleric, wizard"
Sleet Storm,Player's Handbook,conjuration,3rd-level,FALSE,1 action,120 feet,"V, S, M (a pinch of dust and a few drops of water)","Concentration, up to 1 minute","until the spell ends, freezing rain and sleet fall in a 20-foot-tall cylinder with a 40-foot radius centered on a point you choose within range. the area is heavily obscured, and exposed flames in the area are doused. the ground in the area is covered with slick ice, making it difficult terrain. when a creature enters the spell’s area for the first time on a turn or starts its turn there, it must make a dexterity saving throw. on a failed save, it falls prone. if a creature starts its turn in the spell's area and is concentrating on a spell, the creature must make a successful constitution saving throw against your spell save dc or lose concentration.",TRUE,"['dexterity', 'constitution']",FALSE,FALSE,"druid, sorcerer, wizard"
Slow,Player's Handbook,transmutation,3rd-level,FALSE,1 action,120 feet,"V, S, M (a drop of molasses)","Concentration, up to 1 minute","you alter time around up to six creatures of your choice in a 40-foot cube within range. each target must succeed on a wisdom saving throw or be affected by this spell for the duration. an affected target’s speed is halved, it takes a -2 penalty to ac and dexterity saving throws, and it can’t use reactions. on its turn, it can use either an action or a bonus action, not both. regardless of the creature’s abilities or magic items, it can’t make more than one melee or ranged attack during its turn. if the creature attempts to cast a spell with a casting time of 1 action, roll a d20. on an 11 or higher, the spell doesn’t take effect until the creature’s next turn, and the creature must use its action on that turn to complete the spell. if it can’t, the spell is wasted. a creature affected by this spell makes another wisdom saving throw at the end of each of its turns. on a successful save, the effect ends for it.",TRUE,"['wisdom', 'dexterity', 'wisdom']",FALSE,FALSE,"bard (optional), sorcerer, wizard"
Speak With Dead,Player's Handbook,necromancy,3rd-level,FALSE,1 action,10 feet,"V, S, M (burning incense)",10 minutes,"you grant the semblance of life and intelligence to a corpse of your choice within range, allowing it to answer the questions you pose. the corpse must still have a mouth and can’t be undead. the spell fails if the corpse was the target of this spell within the last 10 days. until the spell ends, you can ask the corpse up to five questions. the corpse knows only what it knew in life, including the languages it knew. answers are usually brief, cryptic, or repetitive, and the corpse is under no compulsion to offer a truthful answer if you are hostile to it or it recognizes you as an enemy. this spell doesn’t return the creature’s soul to its body, only its animating spirit. thus, the corpse can’t learn new information, doesn’t comprehend anything that has happened since it died, and can’t speculate about future events.",FALSE,FALSE,FALSE,FALSE,"bard, cleric, wizard (optional)"
Speak With Plants,Player's Handbook,transmutation,3rd-level,FALSE,1 action,Self (30-foot radius),"V, S",10 minutes,"you imbue plants within 30 feet of you with limited sentience and animation, giving them the ability to communicate with you and follow your simple commands. you can question plants about events in the spell’s area within the past day, gaining information about creatures that have passed, weather, and other circumstances. you can also turn difficult terrain caused by plant growth (such as thickets and undergrowth) into ordinary terrain that lasts for the duration. or you can turn ordinary terrain where plants are present into difficult terrain that lasts for the duration, causing vines and branches to hinder pursuers, for example. plants might be able to perform other tasks on your behalf, at the dm’s discretion. the spell doesn’t enable plants to uproot themselves and move about, but they can freely move branches, tendrils, and stalks. if a plant creature is in the area, you can communicate with it as if you share a common language, but you gain no magical ability to influence it. this spell can cause the plants created by the entangle spell to release a restrained creature.",FALSE,FALSE,FALSE,FALSE,"bard, druid, ranger"
Spirit Guardians,Player's Handbook,conjuration,3rd-level,FALSE,1 action,Self (15-foot-radius),"V, S, M (a holy symbol)","Concentration, up to 10 minutes","you call forth spirits to protect you. they flit around you to a distance of 15 feet for the duration. if you are good or neutral, their spectral form appears angelic or fey (your choice). if you are evil, they appear fiendish. when you cast this spell, you can designate any number of creatures you can see to be unaffected by it. an affected creature’s speed is halved in the area, and when the creature enters the area for the first time on a turn or starts its turn there, it must make a wisdom saving throw. on a failed save, the creature takes 3d8 radiant damage (if you are good or neutral) or 3d8 necrotic damage (if you are evil). on a successful save, the creature takes half as much damage. at higher levels. when you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for each slot level above 3rd.",TRUE,['wisdom'],FALSE,FALSE,cleric
Spirit Shroud,Tasha's Cauldron of Everything,necromancy,3rd-level,FALSE,1 bonus action,Self,"V, S","Concentration, up to 1 minute","you call forth spirits of the dead, which flit around you for the spell’s duration. the spirits are intangible and invulnerable. until the spell ends, any attack you make deals 1d8 extra damage when you hit a creature within 10 feet of you. this damage is radiant, necrotic, or cold (your choice when you cast the spell). any creature that takes this damage can’t regain hit points until the start of your next turn. in addition, any creature of your choice that you can see that starts its turn within 10 feet of you has its speed reduced by 10 feet until the start of your next turn. at higher levels. when you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d8 for every two slot levels above 3rd.",FALSE,FALSE,FALSE,FALSE,"cleric (optional), paladin (optional), warlock (optional), wizard (optional)"
Stinking Cloud,Player's Handbook,conjuration,3rd-level,FALSE,1 action,90 feet,"V, S, M (a rotten egg or several skunk cabbage leaves)","Concentration, up to 1 minute","you create a 20-foot-radius sphere of yellow, nauseating gas centered on a point within range. the cloud spreads around corners, and its area is heavily obscured. the cloud lingers in the air for the duration. each creature that is completely within the cloud at the start of its turn must make a constitution saving throw against poison. on a failed save, the creature spends its action that turn retching and reeling. creatures that don’t need to breathe or are immune to poison automatically succeed on this saving throw. a moderate wind (at least 10 miles per hour) disperses the cloud after 4 rounds. a strong wind (at least 20 miles per hour) disperses it after 1 round.",TRUE,"['constitution', 'this']",FALSE,FALSE,"bard, sorcerer, wizard"
Summon Fey,Tasha's Cauldron of Everything,conjuration,3rd-level,FALSE,1 action,90 feet,"V, S, M (a gilded flower worth at least 300 gp)","Concentration, up to 1 hour","you call forth a fey spirit. it manifests in an unoccupied space that you can see within range. this corporeal form uses the fey spirit stat block. when you cast the spell, choose a mood. fuming, mirthful, or tricksy. the creature resembles a fey creature of your choice marked by the chosen mood, which determines one of the traits in its stat block. the creature disappears when it drops to 0 hit points or when the spell ends. the creature is an ally to you and your companions. in combat, the creature shares your initiative count, but it takes its turn immediately after yours. it obeys your verbal commands (no action required by you). if you don’t issue any, it takes the dodge action and uses its move to avoid danger. at higher levels. when you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell’s level appears in the stat block.",FALSE,FALSE,FALSE,FALSE,"druid (optional), ranger (optional), warlock (optional), wizard (optional)"
Summon Lesser Demons,Xanathar's Guide to Everything,conjuration,3rd-level,FALSE,1 action,60 feet,"V, S, M (a vial of blood from a humanoid killed within the past 24 hours)","Concentration, up to 1 hour","you utter foul words, summoning demons from the chaos of the abyss. roll on the following table to determine what appears. the dm chooses the demons, such as manes or dretches, and you choose the unoccupied spaces you can see within range where they appear. a summoned demon disappears when it drops to 0 hit points or when the spell ends. the demons are hostile to all creatures, including you. roll initiative for the summoned demons as a group, which has its own turns. the demons pursue and attack the nearest non-demons to the best of their ability. as part of casting the spell, you can form a circle on the ground with the blood used as a material component. the circle is large enough to encompass your space. while the spell lasts, the summoned demons can't cross the circle or harm it, and they can't target anyone within it. using the material component in this manner consumes it when the spell ends. at higher levels. when you cast this spell using a spell slot of 6th or 7th level, you summon twice as many demons. if you cast it using a spell slot of 8th or 9th level, you summon three times as many demons.",FALSE,FALSE,FALSE,FALSE,"warlock, wizard"
Summon Shadowspawn,Tasha's Cauldron of Everything,conjuration,3rd-level,FALSE,1 action,90 feet,"V, S, M (tears inside a crystal vial worth at least 300 gp)","Concentration, up to 1 hour","you call forth a shadowy spirit. it manifests in an unoccupied space that you can see within range. this corporeal form uses the shadow spirit stat block. when you cast the spell, choose an emotion: fury, despair, or fear. the creature resembles a misshapen biped marked by the chosen emotion, which determines certain traits in its stat block. the creature disappears when it drop to 0 hit points or when the spell ends. the creature is an ally to you and your companions. in combat, the creature shares your initiative count, but it takes its turn immediately after your. it obeys your verbal commands (no action required by you). if you don’t issue any, it takes the dodge action and it uses its move to avoid danger. at higher levels. when you cast the spell using a spell slot of 4th level or higher, use the higher level wherever the spell’s level appears on the stat block.",FALSE,FALSE,FALSE,FALSE,"warlock (optional), wizard (optional)"
Summon Undead,Tasha's Cauldron of Everything,necromancy,3rd-level,FALSE,1 action,90 feet,"V, S, M (a gilded skull worth at least 300 gp)","Concentration, up to 1 hour","you call forth an undead spirit. it manifests in an unoccupied space that you can see within range. this corporeal form uses the undead spirit stat block. when you cast the spell, choose the creature’s form: ghostly, putrid, or skeletal. the spirit resembles an undead creature with the chosen form, which determines certain traits in its stat block. the creature disappears when it drops to 0 hit points or when the spell ends. the creature is an ally to you and your companions. in combat, the creature shares your initiative count, but it takes its turn immediately after yours. it obeys your verbal commands (no action required by you). if you don’t issue any, it takes the dodge action and uses its move to avoid danger. at higher levels. when you cast this spell using a spell slot of 4th level or higher, use the higher level wherever the spell’s level appears in the stat block.",FALSE,FALSE,FALSE,FALSE,"warlock (optional), wizard (optional)"
Summon Warrior Spirit,Unearthed Arcana 85 - Wonders of the Multiverse,conjuration,3rd-level,FALSE,1 action,90 feet,"V, S, M (a gilded playing card depicting a knight worth at least 300 gp)","Concentration, up to 1 hour","you call forth a warrior spirit from the legendary deck of many things. it manifests in an unoccupied space that you can see within range. this corporeal form uses the warrior spirit stat block. when you cast the spell, choose a type of warrior: barbarian, fighter, or monk. the warrior resembles a humanoid armed appropriately to the chosen class, which determines certain traits in its stat block. the warrior disappears when it drops to 0 hit points or when the spell ends. the warrior is an ally to you and your companions. in combat, the warrior shares your initiative count, but it takes its turn immediately after yours. it obeys your verbal commands (no action required by you). if you don’t issue any, it takes the dodge action and uses its move to avoid danger. at higher levels. when you cast this spell using a spell slot of 4th level or higher, the creature assumes the higher level for that casting wherever it uses the spell’s level in its stat block.",FALSE,FALSE,FALSE,FALSE,"sorcerer, warlock, wizard"
Thunder Step,Xanathar's Guide to Everything,conjuration,3rd-level,FALSE,1 action,90 ft,V,Instantaneous,"you teleport yourself to an unoccupied space you can see within range. immediately after you disappear, a thunderous boom sounds, and each creature within 10 feet of the space you left must make a constitution saving throw, taking 3d10 thunder damage on a failed save, or half as much damage on a successful one. the thunder can be heard from up to 300 feet away. you can bring along objects as long as their weight doesn’t exceed what you can carry. you can also teleport one willing creature of your size or smaller who is carrying gear up to its carrying capacity. the creature must be within 5 feet of you when you cast this spell, and there must be an unoccupied space within 5 feet of your destination space for the creature to appear in; otherwise, the creature is left behind. at higher levels. when you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d10 for each slot level above 3rd.",TRUE,['constitution'],FALSE,FALSE,"sorcerer, warlock, wizard"
Tidal Wave,Xanathar's Guide to Everything,conjuration,3rd-level,FALSE,1 action,120 feet,"V, S, M (a drop of water)",Instantaneous,"you conjure up a wave of water that crashes down on an area within range. the area can be up to 30 feet long, up to 10 feet wide, and up to 10 feet tall. each creature in that area must make a dexterity saving throw. on a failure, a creature takes 4d8 bludgeoning damage and is knocked prone. on a success, a creature takes half as much damage and isn’t knocked prone. the water then spreads out across the ground in all directions, extinguishing unprotected flames in its area and within 30 feet of it.",TRUE,['dexterity'],FALSE,FALSE,"druid, sorcerer, wizard"
Tiny Servant,Xanathar's Guide to Everything,transmutation,3rd-level,FALSE,1 minute,Touch,"V, S",8 hours,"you touch one tiny, nonmagical object that isn’t attached to another object or a surface and isn’t being carried by another creature. the target animates and sprouts little arms and legs, becoming a creature under your control until the spell ends or the creature drops to 0 hit points. see the stat block for its statistics. as a bonus action, you can mentally command the creature if it is within 120 feet of you. (if you control multiple creatures with this spell, you can command any or all of them at the same time, issuing the same command to each one.) you decide what action the creature will take and where it will move during its next turn, or you can issue a simple, general command, such as to fetch a key, stand watch, or stack some books. if you issue no commands, the servant does nothing other than defend itself against hostile creatures. once given an order, the servant continues to follow that order until its task is complete. when the creature drops to 0 hit points, it reverts to its original form, and any remaining damage carries over to that form. at higher levels. when you cast this spell using a spell slot of 4th level or higher, you can animate two additional objects for each slot level above 3rd.",FALSE,FALSE,FALSE,FALSE,"wizard, artificer"
Tongues,Player's Handbook,divination,3rd-level,FALSE,1 action,Touch,"V, M (a small clay model of a ziggurat)",1 hour,"this spell grants the creature you touch the ability to understand any spoken language it hears. moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says.",FALSE,FALSE,FALSE,FALSE,"bard, cleric, sorcerer, warlock, wizard"
Vampiric Touch,Player's Handbook,necromancy,3rd-level,FALSE,1 action,Self,"V, S","Concentration, up to 1 minute","the touch of your shadow-wreathed hand can siphon force from others to heal your wounds. make a melee spell attack against a creature within your reach. on a hit, the target takes 3d6 necrotic damage, and you regain hit points equal to half the amount of necrotic damage dealt. until the spell ends, you can make the attack again on each of your turns as an action. at higher levels. when you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for each slot level above 3rd.",FALSE,FALSE,TRUE,melee spell attack,"sorcerer, sorcerer (optional), warlock, wizard"
Wall Of Sand,Xanathar's Guide to Everything,evocation,3rd-level,FALSE,1 action,90 feet,"V, S, M (a handful of sand)","Concentration, up to 10 minutes","you conjure up a wall of swirling sand on the ground at a point you can see within range. you can make the wall up to 30 feet long, 10 feet high, and 10 feet thick, and it vanishes when the spell ends. it blocks line of sight but not movement. a creature is blinded while in the wall’s space and must spend 3 feet of movement for every 1 foot it moves there.",FALSE,FALSE,FALSE,FALSE,wizard
Wall Of Water,Xanathar's Guide to Everything,evocation,3rd-level,FALSE,1 action,60 feet,"V, S, M (a drop of water)","Concentration, up to 10 minutes","you conjure up a wall of water on the ground at a point you can see within range. you can make the wall up to 30 feet long, 10 feet high, and 1 foot thick, or you can make a ringed wall up to 20 feet in diameter, 20 feet high, and 1 foot thick. the wall vanishes when the spell ends. the wall’s space is difficult terrain. any ranged weapon attack that enters the wall’s space has disadvantage on the attack roll, and fire damage is halved if the fire effect passes through the wall to reach its target. spells that deal cold damage that pass through the wall cause the area of the wall they pass through to freeze solid (at least a 5-foot square section is frozen). each 5-foot-square frozen section has ac 5 and 15 hit points. reducing a frozen section to 0 hit points destroys it. when a section is destroyed, the wall’s water doesn’t fill it.",FALSE,FALSE,FALSE,FALSE,"druid, sorcerer, wizard"
Water Breathing,Player's Handbook,transmutation,3rd-level,TRUE,1 action,30 feet,"V, S, M (a short reed or piece of straw)",24 hours,this spell grants up to ten willing creatures you can see within range the ability to breathe underwater until the spell ends. affected creatures also retain their normal mode of respiration.,FALSE,FALSE,FALSE,FALSE,"artificer, druid, ranger, sorcerer, wizard"
Water Walk,Player's Handbook,transmutation,3rd-level,TRUE,1 action,30 feet,"V, S, M (a piece of cork)",1 hour,"this spell grants the ability to move across any liquid surface – such as water, acid, mud, snow, quicksand, or lava – as if it were harmless solid ground (creatures crossing molten lava can still take damage from the heat). up to ten willing creatures you can see within range gain this ability for the duration. if you target a creature submerged in a liquid, the spell carries the target to the surface of the liquid at a rate of 60 feet per round.",FALSE,FALSE,FALSE,FALSE,"artificer, cleric, druid, ranger, sorcerer"
Wind Wall,Player's Handbook,evocation,3rd-level,FALSE,1 action,120 feet,"V, S, M (a tiny fan and a feather of exotic origin)","Concentration, up to 1 minute","a wall of strong wind rises from the ground at a point you choose within range. you can make the wall up to 50 feet long, 15 feet high, and 1 foot thick. you can shape the wall in any way you choose so long as it makes one continuous path along the ground. the wall lasts for the duration. when the wall appears, each creature within its area must make a strength saving throw. a creature takes 3d8 bludgeoning damage on a failed save, or half as much damage on a successful one. the strong wind keeps fog, smoke, and other gases at bay. small or smaller flying creatures or objects can’t pass through the wall. loose, lightweight materials brought into the wall fly upward. arrows, bolts, and other ordinary projectiles launched at targets behind the wall are deflected upward and automatically miss. (boulders hurled by giants or siege engines, and similar projectiles, are unaffected.) creatures in gaseous form can’t pass through it.",TRUE,['strength'],FALSE,FALSE,"druid, ranger"
Arcane Eye,Player's Handbook,divination,4th-level,FALSE,1 action,30 feet,"V, S, M (a bit of bat fur)","Concentration, up to 1 hour","you create an invisible, magical eye within range that hovers in the air for the duration. you mentally receive visual information from the eye, which has normal vision and darkvision out to 30 feet. the eye can look in every direction. as an action, you can move the eye up to 30 feet in any direction. there is no limit to how far away from you the eye can move, but it can’t enter another plane of existence. a solid barrier blocks the eye’s movement, but the eye can pass through an opening as small as 1 inch in diameter.",FALSE,FALSE,FALSE,FALSE,"artificer, wizard"
Aura Of Life,Player's Handbook,abjuration,4th-level,FALSE,1 action,Self (30-foot radius),V,"Concentration, up to 10 minutes","life-preserving energy radiates from you in an aura with a 30-foot radius. until the spell ends, the aura moves with you, centered on you. each non-hostile creature in the aura (including you) has resistance to necrotic damage, and its hit point maximum can’t be reduced. in addition, a non-hostile, living creature regains 1 hit point when it starts its turn in the aura with 0 hit points.",FALSE,FALSE,FALSE,FALSE,"cleric (optional), paladin"
Aura Of Purity,Player's Handbook,abjuration,4th-level,FALSE,1 action,Self (30-foot radius),V,"Concentration, up to 10 minutes","purifying energy radiates from you in an aura with a 30-foot radius. until the spell ends, the aura moves with you, centered on you. each non-hostile creature in the aura (including you) can’t become diseased, has resistance to poison damage, and has advantage on saving throws against effects that cause any of the following conditions: blinded, charmed, deafened, frightened, paralyzed, poisoned, and stunned.",TRUE,['on'],FALSE,FALSE,"cleric (optional), paladin"
Banishment,Player's Handbook,abjuration,4th-level,FALSE,1 action,60 feet,"V, S, M (an item distasteful to the target)","Concentration, up to 1 minute","you attempt to send one creature that you can see within range to another place of existence. the target must succeed on a charisma saving throw or be banished. if the target is native to the plane of existence you’re on, you banish the target to a harmless demiplane. while there, the target is incapacitated. the target remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied. if the target is native to a different plane of existence that the one you’re on, the target is banished with a faint popping noise, returning to its home plane. if the spell ends before 1 minute has passed, the target reappears in the space it left or in the nearest unoccupied space if that space is occupied. otherwise, the target doesn’t return. at higher levels. when you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th.",TRUE,['charisma'],FALSE,FALSE,"cleric, paladin, sorcerer, warlock, wizard"
Blight,Player's Handbook,necromancy,4th-level,FALSE,1 action,30 feet,"V, S",Instantaneous,"necromantic energy washes over a creature of your choice that you can see within range, draining moisture and vitality from it. the target must make a constitution saving throw. the target takes 8d8 necrotic damage on a failed save, or half as much damage on a successful one. this spell has no effect on undead or constructs. if you target a plant creature or a magical plant, it makes the saving throw with disadvantage, and the spell deals maximum damage to it. if you target a nonmagical plant that isn’t a creature, such as a tree or shrub, it doesn’t make a saving throw; it simply withers and dies. at higher levels. when you cast this spell using a spell slot of 5th level or higher, the damage increases by 1d8 for each slot level above 4th.",TRUE,"['constitution', 'the', 'a']",FALSE,FALSE,"druid, sorcerer, warlock, wizard"
Charm Monster,Xanathar's Guide to Everything,enchantment,4th-level,FALSE,1 action,30 feet,"V, S",1 hour,"you attempt to charm a creature you can see within range. it must make a wisdom saving throw, and it does so with advantage if you or your companions are fighting it. if it fails the saving throw, it is charmed by you until the spell ends or until you or your companions do anything harmful to it. the charmed creature is friendly to you. when the spell ends, the creature knows it was charmed by you. at higher levels. when you cast this spell using a spell slot of 5th level or higher, you can target one additional creature for each slot level above 4th. the creatures must be within 30 feet of each other when you target them.",TRUE,"['wisdom', 'the']",FALSE,FALSE,"bard, druid, sorcerer, warlock, wizard"
Compulsion,Player's Handbook,enchantment,4th-level,FALSE,1 action,30 feet,"V, S","Concentration, up to 1 minute","creatures of your choice that you can see within range and that can hear you must make a wisdom saving throw. a target automatically succeeds on this saving throw if it can’t be charmed. on a failed save, a target is affected by this spell. until the spell ends, you can use a bonus action on each of your turns to designate a direction that is horizontal to you. each affected target must use as much of its movement as possible to move in that direction on its next turn. it can take its action before it moves. after moving in this way, it can make another wisdom saving throw to try to end the effect. a target isn’t compelled to move into an obviously deadly hazard, such as a fire pit, but it will provoke opportunity attacks to move in the designated direction.",TRUE,"['wisdom', 'this', 'wisdom']",FALSE,FALSE,bard
Confusion,Player's Handbook,enchantment,4th-level,FALSE,1 action,90 feet,"V, S, M (three nut shells)","Concentration, up to 1 minute","this spell assaults and twists creatures’ minds, spawning delusions and provoking uncontrolled actions. each creature in a 10-foot-radius sphere centered on a point you choose within range must succeed on a wisdom saving throw when you cast this spell or be affected by it. an affected target can’t take reactions and must roll a d10 at the start of each of its turns to determine its behavior for that turn. at the end of its turns, an affected target can make a wisdom saving throw. if it succeeds, this effect ends for that target. at higher levels. when you cast this spell using a spell slot of 5th level or higher, the radius of the sphere increases by 5 feet for each slot level above 4th.",TRUE,"['wisdom', 'wisdom']",FALSE,FALSE,"bard, druid, sorcerer, wizard"
Conjure Barlgura,Unearthed Arcana 11 - That Old Black Magic,conjuration,4th-level,FALSE,1 action,60 feet,"V, S",Up to 10 minutes,"you summon a barlgura that appears in an unoccupied space you can see within range. the barlgura disappears when it drops to 0 hit points or when the spell ends. the barlgura is hostile to all non-demons. roll initiative for the barlgura, which has its own turns. at the start of its turn, it moves toward and attacks the nearest non-demon it can perceive. if two or more creatures are equally near, it picks one at random. if it cannot see any potential enemies, the barlgura moves in a random direction in search of foes. as part of casting the spell, you can scribe a circle on the ground using the blood of an intelligent humanoid slain within the past 24 hours. the circle is large enough to encompass your space. the summoned barlgura cannot cross the circle or target anyone in it while the spell lasts.",FALSE,FALSE,FALSE,FALSE,"sorcerer, wizard"
Conjure Knowbot,Unearthed Arcana 7 - Modern Magic,conjuration,4th-level,FALSE,1 action,Touch,"V, S",10 minutes,"you touch a single computerized device or computer system to conjure a knowbot—a partially sentient piece of software imprinted with vestiges of your own skills and computer abilities. for the duration of the spell, you can use a bonus action to have the knowbot execute a computer related task that would normally require an action. the knowbot makes intelligence ability checks using your ability score and proficiency bonuses including your proficiency with hacking tools, if applicable. you have a limited telepathic bond with the knowbot, out to a range of 500 feet from the device or system where the knowbot was conjured. if you move beyond this range, the knowbot disappears in 2d4 rounds, as if the duration of the spell had expired. moving within range again immediately reestablishes the bond. the knowbot is bound to the system in which it was created, and it stays there until it is dismissed or the spell’s duration expires. at higher levels. when you cast this spell using a spell slot of 5th level or higher, the spell’s duration increases to 1 hour. additionally, your telepathic bond with the knowbot is effective out to a range of 1,000 feet, and if you leave the range of the bond, the knowbot continues performing its last directed task until the spell expires.",FALSE,FALSE,FALSE,FALSE,"sorcerer, warlock, wizard"
Conjure Minor Elementals,Player's Handbook,conjuration,4th-level,FALSE,1 minute,90 feet,"V, S","Concentration, up to 1 hour","you summon elementals that appear in unoccupied spaces that you can see within range. you choose one the following options for what appears: an elemental summoned by this spell disappears when it drops to 0 hit points or when the spell ends. the summoned creatures are friendly to you and your companions. roll initiative for the summoned creatures as a group, which has its own turns. they obey any verbal commands that you issue to them (no action required by you). if you don’t issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. the dm has the creatures’ statistics. at higher levels. when you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear: twice as many with a 6th-level slot and three times as many with an 8th-level slot.",FALSE,FALSE,FALSE,FALSE,"druid, wizard"
Conjure Shadow Demon,Unearthed Arcana 11 - That Old Black Magic,conjuration,4th-level,FALSE,1 action,60 feet,"V, S, M (a vial of blood from an intelligent humanoid killed within the past 24 hours)","Concentration, up to 1 hour","you summon a shadow demon that appears in an unoccupied space you can see within range. the shadow demon disappears when it drops to 0 hit points or when the spell ends. roll initiative for the shadow demon, which has its own turns. you can issue orders to the shadow demon, and it obeys you as long as it can attack a creature on each of its turns and does not start its turn in an area of bright light. if either of these conditions is not met, the shadow demon immediately makes a charisma check contested by your charisma check. if you fail the check, the spell no longer requires concentration and the demon is no longer under your control. the demon automatically succeeds on the check if it is more than 100 feet away from you. as part of casting the spell, you can scribe a circle on the ground using the blood of an intelligent humanoid slain within the past 24 hours. the circle is large enough to encompass your space. the summoned shadow demon cannot cross the circle or target anyone in it while the spell lasts.",FALSE,FALSE,FALSE,FALSE,"sorcerer, wizard"
Conjure Woodland Beings,Player's Handbook,conjuration,4th-level,FALSE,1 action,60 feet,"V, S, M (one holly berry per creature summoned)","Concentration, up to 1 hour","you summon fey creatures that appear in unoccupied spaces that you can see within range. choose one of the following options for what appears: a summoned creature disappears when it drops to 0 hit points or when the spell ends. the summoned creatures are friendly to you and your companions. roll initiative for the summoned creatures as a group, which have their own turns. they obey any verbal commands that you issue to them (no action required by you). if you don’t issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. the dm has the creatures’ statistics. at higher levels. when you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear: twice as many with a 6th-level slot, and three times as many with an 8th-level slot.",FALSE,FALSE,FALSE,FALSE,"druid, ranger"
Control Water,Player's Handbook,transmutation,4th-level,FALSE,1 action,300 feet,"V, S, M (a drop of water and a pinch of dust)","Concentration, up to 10 minutes","until the spell ends, you control any freestanding water inside an area you choose that is a cube up to 100 feet on a side. you can choose from any of the following effects when you cast this spell. as an action on your turn, you can repeat the same effect or choose a different one. flood. you cause the water level of all standing water in the area to rise by as much as 20 feet. if the area includes a shore, the flooding water spills over onto dry land. if you choose an area in a large body of water, you instead create a 20-foot tall wave that travels from one side of the area to the other and then crashes down. any huge or smaller vehicles in the wave’s path are carried with it to the other side. any huge or smaller vehicles struck by the wave have a 25 percent chance of capsizing. the water level remains elevated until the spell ends or you choose a different effect. if this effect produced a wave, the wave repeats on the start of your next turn while the flood effect lasts. part water. you cause water in the area to move apart and create a trench. the trench extends across the spell’s area, and the separated water forms a wall to either side. the trench remains until the spell ends or you choose a different effect. the water then slowly fills in the trench over the course of the next round until the normal water level is restored. redirect flow. you cause flowing water in the area to move in a direction you choose, even if the water has to flow over obstacles, up walls, or in other unlikely directions. the water in the area moves as you direct it, but once it moves beyond the spell’s area, it resumes its flow based on the terrain conditions. the water continues to move in the direction you chose until the spell ends or you choose a different effect. whirlpool. this effect requires a body of water at least 50 feet square and 25 feet deep. you cause a whirlpool to form in the center of the area. the whirlpool forms a vortex that is 5 feet wide at the base, up to 50 feet wide at the top, and 25 feet tall. any creature or object in the water and within 25 feet of the vortex is pulled 10 feet toward it. a creature can swim away from the vortex by making a strength (athletics) check against your spell save dc. when a creature enters the vortex for the first time on a turn or starts its turn there, it must make a strength saving throw. on a failed save, the creature takes 2d8 bludgeoning damage and is caught in the vortex until the spell ends. on a successful save, the creature takes half damage, and isn’t caught in the vortex. a creature caught in the vortex can use its action to try to swim away from the vortex as described above, but has disadvantage on the strength (athletics) check to do so. the first time each turn that an object enters the vortex, the object takes 2d8 bludgeoning damage, this damage occurs each round it remains in the vortex.",TRUE,['strength'],FALSE,FALSE,"cleric, druid, wizard"
Death Ward,Player's Handbook,abjuration,4th-level,FALSE,1 action,Touch,"V, S",8 hours,"you touch a creature and grant it a measure of protection from death. the first time the target would drop to 0 hit points as a result of taking damage, the target instead drops to 1 hit point, and the spell ends. if the spell is still in effect when the target is subjected to an effect that would kill it instantaneously without dealing damage, that effect is instead negated against the target, and the spells ends.",FALSE,FALSE,FALSE,FALSE,"cleric, paladin"
